IP,Date,Protocol,Version,Error_Code,,
189.126.103.45,[12/Nov/2011:16:50:520500],GET,phpMyAdmin-2.11.10/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:50:520500],GET,phpMyAdmin-2.11.11-all-languages/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:50:520500],GET,phpMyAdmin-2.11.2/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:50:530500],GET,phpMyAdmin-2.11.3-all-languages/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:50:530500],GET,phpMyAdmin-2.11.3/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:50:530500],GET,phpMyAdmin-2.11.4.0-all-languages/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:50:540500],GET,phpMyAdmin-2.11.4.0-english/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:50:540500],GET,phpMyAdmin-2.11.4/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:50:540500],GET,phpMyAdmin-2.11.5.0-all-languages/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:50:550500],GET,phpMyAdmin-2.11.5.0-english/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:50:550500],GET,phpMyAdmin-2.11.5/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:50:550500],GET,phpMyAdmin-2.11.6.0-all-languages/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:50:560500],GET,phpMyAdmin-2.11.6.0-english/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:50:560500],GET,phpMyAdmin-2.11.6/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:50:560500],GET,phpMyAdmin-2.11.7.0-all-languages/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:50:570500],GET,phpMyAdmin-2.11.7.0-english/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:50:570500],GET,phpMyAdmin-2.11.7.1-all-languages/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:50:570500],GET,phpMyAdmin-2.11.7.1-english/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:50:570500],GET,phpMyAdmin-2.11.7/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:50:580500],GET,phpMyAdmin-2.11.8.0-all-languages/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:50:580500],GET,phpMyAdmin-2.11.8.0-english/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:50:580500],GET,phpMyAdmin-2.11.8.1-all-languages-utf-8-only/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:50:590500],GET,phpMyAdmin-2.11.8/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:50:590500],GET,phpMyAdmin-2.11.9.0-all-languages/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:50:590500],GET,phpMyAdmin-2.11.9.0-english/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:000500],GET,phpMyAdmin-2.11.9.1-all-languages/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:000500],GET,phpMyAdmin-2.11.9.1-english/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:000500],GET,phpMyAdmin-2.11.9.2-all-languages/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:010500],GET,phpMyAdmin-2.11.9.2-english/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:010500],GET,phpMyAdmin-2.11.9.3-all-languages/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:010500],GET,phpMyAdmin-2.11.9.3-english/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:010500],GET,phpMyAdmin-2.11.9.4-all-languages/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:020500],GET,phpMyAdmin-2.11.9.4-english/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:020500],GET,phpMyAdmin-2.11.9.5-all-languages/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:020500],GET,phpMyAdmin-2.11.9/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:030500],GET,phpMyAdmin-2.2.3/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:030500],GET,phpMyAdmin-2.2.6/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:030500],GET,phpMyAdmin-2.3.0/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:040500],GET,phpMyAdmin-2.3.1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:040500],GET,phpMyAdmin-2.3.2/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:040500],GET,phpMyAdmin-2.3.3/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:050500],GET,phpMyAdmin-2.3.4/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:050500],GET,phpMyAdmin-2.3.5/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:050500],GET,phpMyAdmin-2.3.6/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:060500],GET,phpMyAdmin-2.3.7/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:060500],GET,phpMyAdmin-2.3.8/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:060500],GET,phpMyAdmin-2.3.9/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:060500],GET,phpMyAdmin-2.4.0/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:070500],GET,phpMyAdmin-2.4.1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:070500],GET,phpMyAdmin-2.4.2/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:070500],GET,phpMyAdmin-2.4.3/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:080500],GET,phpMyAdmin-2.4.4/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:080500],GET,phpMyAdmin-2.4.5/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:080500],GET,phpMyAdmin-2.4.6/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:090500],GET,phpMyAdmin-2.4.7/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:090500],GET,phpMyAdmin-2.4.8/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:090500],GET,phpMyAdmin-2.4.9/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:090500],GET,phpMyAdmin-2.5.0/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:100500],GET,phpMyAdmin-2.5.1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:100500],GET,phpMyAdmin-2.5.2/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:100500],GET,phpMyAdmin-2.5.3/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:110500],GET,phpMyAdmin-2.5.4/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:110500],GET,phpMyAdmin-2.5.5-pl1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:110500],GET,phpMyAdmin-2.5.5-rc1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:120500],GET,phpMyAdmin-2.5.5-rc1config/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:120500],GET,phpMyAdmin-2.5.5-rc2/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:120500],GET,phpMyAdmin-2.5.5/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:130500],GET,phpMyAdmin-2.5.6-rc1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:130500],GET,phpMyAdmin-2.5.6-rc2/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:130500],GET,phpMyAdmin-2.5.6/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:140500],GET,phpMyAdmin-2.5.7-pl1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:140500],GET,phpMyAdmin-2.5.7/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:140500],GET,phpMyAdmin-2.5.8/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:140500],GET,phpMyAdmin-2.5.9/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:150500],GET,phpMyAdmin-2.6.0-alpha/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:150500],GET,phpMyAdmin-2.6.0-alpha2/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:150500],GET,phpMyAdmin-2.6.0-beta1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:160500],GET,phpMyAdmin-2.6.0-beta2/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:160500],GET,phpMyAdmin-2.6.0-pl1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:160500],GET,phpMyAdmin-2.6.0-pl2/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:170500],GET,phpMyAdmin-2.6.0-pl3/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:170500],GET,phpMyAdmin-2.6.0-rc1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:170500],GET,phpMyAdmin-2.6.0-rc2/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:180500],GET,phpMyAdmin-2.6.0-rc3/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:180500],GET,phpMyAdmin-2.6.0/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:180500],GET,phpMyAdmin-2.6.1-pl1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:190500],GET,phpMyAdmin-2.6.1-pl2/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:190500],GET,phpMyAdmin-2.6.1-pl3/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:190500],GET,phpMyAdmin-2.6.1-rc1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:190500],GET,phpMyAdmin-2.6.1-rc2/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:200500],GET,phpMyAdmin-2.6.1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:200500],GET,phpMyAdmin-2.6.2-beta1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:200500],GET,phpMyAdmin-2.6.2-pl1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:210500],GET,phpMyAdmin-2.6.2-rc1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:210500],GET,phpMyAdmin-2.6.2/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:210500],GET,phpMyAdmin-2.6.3-pl1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:220500],GET,phpMyAdmin-2.6.3-rc1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:220500],GET,phpMyAdmin-2.6.3/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:220500],GET,phpMyAdmin-2.6.4-pl1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:230500],GET,phpMyAdmin-2.6.4-pl2/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:230500],GET,phpMyAdmin-2.6.4-pl3/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:230500],GET,phpMyAdmin-2.6.4-pl4/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:240500],GET,phpMyAdmin-2.6.4-rc1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:240500],GET,phpMyAdmin-2.6.4/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:240500],GET,phpMyAdmin-2.6.5/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:240500],GET,phpMyAdmin-2.6.6/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:250500],GET,phpMyAdmin-2.6.7/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:250500],GET,phpMyAdmin-2.6.8/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:250500],GET,phpMyAdmin-2.6.9/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:260500],GET,phpMyAdmin-2.7.0-beta1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:260500],GET,phpMyAdmin-2.7.0-pl1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:260500],GET,phpMyAdmin-2.7.0-pl2/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:270500],GET,phpMyAdmin-2.7.0-rc1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:270500],GET,phpMyAdmin-2.7.0/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:270500],GET,phpMyAdmin-2.7.1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:270500],GET,phpMyAdmin-2.7.2/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:280500],GET,phpMyAdmin-2.7.3/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:280500],GET,phpMyAdmin-2.7.4/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:280500],GET,phpMyAdmin-2.7.5/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:290500],GET,phpMyAdmin-2.7.6/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:290500],GET,phpMyAdmin-2.7.7/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:290500],GET,phpMyAdmin-2.7.8/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:300500],GET,phpMyAdmin-2.7.9/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:300500],GET,phpMyAdmin-2.8.0-beta1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:300500],GET,phpMyAdmin-2.8.0-rc1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:310500],GET,phpMyAdmin-2.8.0-rc2/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:310500],GET,phpMyAdmin-2.8.0.1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:310500],GET,phpMyAdmin-2.8.0.2/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:320500],GET,phpMyAdmin-2.8.0.3/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:320500],GET,phpMyAdmin-2.8.0.4/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:320500],GET,phpMyAdmin-2.8.0/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:320500],GET,phpMyAdmin-2.8.1-rc1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:330500],GET,phpMyAdmin-2.8.1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:330500],GET,phpMyAdmin-2.8.2/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:330500],GET,phpMyAdmin-2.8.3/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:340500],GET,phpMyAdmin-2.8.4/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:340500],GET,phpMyAdmin-2.8.5/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:340500],GET,phpMyAdmin-2.8.6/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:350500],GET,phpMyAdmin-2.8.7/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:350500],GET,phpMyAdmin-2.8.8/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:350500],GET,phpMyAdmin-2.8.9/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:360500],GET,phpMyAdmin-2.9.1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:360500],GET,phpMyAdmin-2.9.2/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:360500],GET,phpMyAdmin-2/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:370500],GET,phpMyAdmin-3.0.0-rc1-english/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:370500],GET,phpMyAdmin-3.0.0.0-all-languages/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:370500],GET,phpMyAdmin-3.0.0.0-english/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:370500],GET,phpMyAdmin-3.0.1.0-all-languages/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:380500],GET,phpMyAdmin-3.0.1.0-english/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:380500],GET,phpMyAdmin-3.1.0.0-all-languages/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:380500],GET,phpMyAdmin-3.1.0.0-english/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:390500],GET,phpMyAdmin-3.1.1.0-all-languages/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:390500],GET,phpMyAdmin-3.1.1.0-english/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:390500],GET,phpMyAdmin-3.1.2.0-all-languages/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:400500],GET,phpMyAdmin-3.1.2.0-english/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:400500],GET,phpMyAdmin-3.1.3.0-all-languages/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:400500],GET,phpMyAdmin-3.1.3.0-english/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:410500],GET,phpMyAdmin-3/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:410500],GET,phpMyAdmin-4/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:410500],GET,phpMyAdmin/%0D/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:410500],GET,phpMyAdmin/%20/scripts/setup.phpHTTP/1.1,403,,
189.126.103.45,[12/Nov/2011:16:51:420500],GET,phpMyAdmin3/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:420500],GET,phpMyAds/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:420500],GET,phpdb/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:430500],GET,phpm/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:430500],GET,phpmanager/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:430500],GET,phpmy-admin/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:440500],GET,phpmya/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:440500],GET,phpmyad-sys/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:440500],GET,phpmyad/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:450500],GET,phpmyadmin.old/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:450500],GET,phpmyadmin/%0D/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:450500],GET,phpmyadmin1/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:460500],GET,phpmyadmin2/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:460500],GET,phpmyadmin3/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:460500],GET,pma/%20/scripts/setup.phpHTTP/1.1,403,,
189.126.103.45,[12/Nov/2011:16:51:470500],GET,pma2/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:470500],GET,pma2005/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:470500],GET,pma2009/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:480500],GET,pma3/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:480500],GET,pmadmin/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:480500],GET,roundcube/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:480500],GET,sl2/data/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:490500],GET,sql/phpMyAdmin/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:490500],GET,sql/phpmyadmin/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:490500],GET,sqladmin/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:500500],GET,sqlmanager/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:500500],GET,sqlweb/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:500500],GET,typo3/phpmyadmin/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:510500],GET,vhcs2/tools/pma/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:510500],GET,web/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:510500],GET,webadmin/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:520500],GET,webdb/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:520500],GET,websql/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:520500],GET,wp-content/plugins/wp-phpmyadmin/wp-phpmyadmin/phpmyadmin/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:530500],GET,wp-phpmyadmin/phpmyadmin/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:530500],GET,wp-phpmyadmin/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:530500],GET,xampp/phpmyadmin/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:530500],GET,~/phpmanager/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:540500],GET,scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:540500],GET,PHPMYADMIN/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:540500],GET,PMA/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:550500],GET,_PHPMYADMIN/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:550500],GET,_pHpMyAdMiN/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:550500],GET,_phpMyAdmin/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:560500],GET,_phpmyadmin/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:560500],GET,admin/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:560500],GET,admin/sql/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:570500],GET,db/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:570500],GET,myadmin/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:570500],GET,mysql/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:580500],GET,mysqladmin/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:580500],GET,pHpMyAdMiN/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:580500],GET,pMA/scripts/setup.phpHTTP/1.1,404,,
189.126.103.45,[12/Nov/2011:16:51:590500],GET,php/scripts/setup.phpHTTP/1.1,404,,
